Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,Yes,Travel_Frequently,Sales,18,1380,Female,Sales Executive,3,Married,4614,Yes,5,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,1382,Male,Research Scientist,3,Divorced,2610,No,4,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,1383,Female,Healthcare Representative,4,Single,6687,No,14,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,1387,Male,Sales Executive,1,Married,4724,No,5,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,1389,Male,Manufacturing Director,3,Married,6179,Yes,10,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,1390,Male,Sales Executive,4,Married,6120,Yes,8,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,1391,Male,Sales Executive,2,Married,10596,No,14,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,1392,Female,Research Scientist,4,Divorced,5467,Yes,12,2,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,1394,Male,Research Scientist,3,Married,2996,Yes,8,3,6,4,1,3
33,No,Travel_Frequently,Sales,5,1395,Male,Sales Executive,4,Married,9998,No,8,4,5,4,1,2
32,No,Travel_Rarely,Sales,2,1396,Male,Sales Executive,2,Married,4078,Yes,4,2,3,2,1,2
39,No,Non-Travel,Research & Development,25,1397,Male,Healthcare Representative,3,Married,10920,No,13,3,6,4,0,5
25,No,Travel_Rarely,Sales,18,1399,Male,Sales Executive,3,Married,6232,No,6,2,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,1401,Female,Manufacturing Director,3,Married,13247,Yes,24,2,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,1402,Female,Research Scientist,3,Single,4081,Yes,20,1,20,7,1,8
27,No,Travel_Rarely,Sales,10,1403,Female,Sales Executive,4,Married,5769,Yes,6,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,1405,Female,Research Scientist,3,Single,2394,Yes,8,3,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,1407,Male,Research Scientist,4,Single,3904,No,5,3,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,1408,Female,Manager,1,Married,16799,No,21,3,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,1409,Female,Laboratory Technician,1,Married,2950,No,12,1,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,1411,Female,Laboratory Technician,3,Single,3629,No,8,3,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,1412,Male,Manufacturing Director,4,Single,9362,No,10,3,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,1415,Male,Laboratory Technician,4,Married,3229,No,7,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,1417,Male,Laboratory Technician,1,Single,3578,No,8,3,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,1419,Male,Human Resources,1,Single,7988,No,10,2,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,1420,Male,Laboratory Technician,1,Single,4284,No,20,3,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,1421,Female,Healthcare Representative,4,Single,7553,Yes,9,3,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,1422,Female,Research Director,4,Single,17328,No,29,2,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,1423,Female,Research Director,1,Married,19701,Yes,32,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,1424,Male,Research Director,4,Divorced,14732,No,31,4,7,7,0,0
36,No,Travel_Rarely,Sales,3,1425,Female,Sales Executive,2,Single,9278,Yes,15,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,1427,Female,Sales Representative,3,Single,1359,No,1,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,1428,Female,Sales Executive,1,Divorced,4779,No,8,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,1430,Female,Research Director,2,Single,16422,No,9,4,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,1431,Male,Research Scientist,1,Divorced,2996,No,10,3,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,1433,Female,Research Scientist,2,Single,1261,No,1,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,1434,Male,Laboratory Technician,1,Married,2099,No,6,4,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,1435,Male,Laboratory Technician,4,Single,5810,No,10,2,10,4,1,8
36,No,Travel_Rarely,Sales,16,1436,Female,Sales Executive,1,Married,5647,No,11,2,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,1438,Male,Research Scientist,4,Married,3420,No,17,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,1439,Male,Sales Representative,1,Married,4400,No,6,3,3,2,2,2
37,No,Non-Travel,Research & Development,5,1440,Male,Laboratory Technician,3,Single,3500,No,7,1,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,1441,Female,Research Scientist,1,Married,2066,No,5,4,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,1443,Female,Research Director,3,Married,17169,No,26,4,20,17,5,6
24,No,Travel_Rarely,Sales,4,1445,Female,Sales Executive,3,Married,4162,Yes,5,3,5,4,0,3
32,No,Travel_Rarely,Sales,7,1446,Male,Sales Executive,4,Married,9204,No,7,2,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,1447,Female,Laboratory Technician,2,Married,3294,No,7,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,1448,Male,Research Scientist,3,Married,2127,Yes,7,2,4,2,0,3
40,No,Non-Travel,Research & Development,9,1449,Male,Laboratory Technician,3,Divorced,3975,No,11,4,8,7,0,7
31,No,Travel_Rarely,Sales,8,1453,Male,Sales Executive,4,Divorced,10793,No,13,3,13,7,9,9
46,Yes,Travel_Rarely,Sales,9,1457,Male,Sales Executive,4,Divorced,10096,No,28,4,7,7,4,3
39,Yes,Non-Travel,Research & Development,2,1458,Female,Laboratory Technician,1,Single,3646,Yes,11,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,1,1459,Female,Manufacturing Director,2,Single,7446,No,10,3,10,8,4,7
45,No,Travel_Rarely,Research & Development,20,1460,Male,Healthcare Representative,1,Divorced,10851,Yes,24,3,7,7,0,7
31,No,Travel_Rarely,Human Resources,8,1461,Female,Human Resources,2,Single,2109,No,8,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,2,1464,Male,Laboratory Technician,4,Married,3722,Yes,7,1,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,1465,Male,Manufacturing Director,4,Married,9380,Yes,10,4,3,1,1,2
48,No,Travel_Rarely,Sales,7,1466,Male,Sales Executive,1,Divorced,5486,No,15,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,1467,Female,Human Resources,3,Married,2742,No,2,3,2,2,2,2
40,No,Non-Travel,Research & Development,8,1468,Male,Research Director,2,Divorced,13757,No,16,3,9,8,4,8
28,No,Travel_Rarely,Sales,5,1469,Male,Sales Executive,1,Single,8463,No,6,3,5,4,1,3
44,No,Non-Travel,Research & Development,5,1471,Male,Laboratory Technician,3,Single,3162,No,7,3,5,2,0,3
53,No,Travel_Rarely,Research & Development,2,1472,Male,Research Director,2,Single,16598,No,35,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,5,1473,Male,Healthcare Representative,3,Married,6651,No,20,2,3,2,1,2
40,No,Travel_Rarely,Research & Development,2,1474,Male,Research Scientist,3,Divorced,2345,No,8,4,3,1,1,2
44,No,Travel_Rarely,Research & Development,20,1475,Male,Research Scientist,2,Single,3420,No,6,2,5,2,1,3
33,No,Travel_Frequently,Sales,7,1477,Male,Sales Executive,1,Married,4373,No,5,3,4,3,0,3
34,No,Travel_Rarely,Sales,3,1478,Male,Sales Executive,1,Single,4759,No,15,3,13,9,3,12
30,No,Travel_Rarely,Sales,16,1479,Male,Sales Executive,3,Married,5301,No,4,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,9,1480,Female,Laboratory Technician,4,Single,3673,No,12,3,12,9,5,8
44,No,Travel_Frequently,Sales,1,1481,Female,Sales Executive,3,Married,4768,No,11,2,1,0,0,0
30,No,Non-Travel,Research & Development,7,1482,Male,Research Scientist,3,Divorced,1274,No,1,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,1,1483,Male,Research Scientist,3,Married,4900,No,13,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,7,1484,Male,Healthcare Representative,2,Divorced,10466,No,29,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,15,1485,Male,Research Director,1,Divorced,17007,No,16,2,14,8,6,9
28,Yes,Travel_Frequently,Sales,1,1486,Male,Sales Representative,3,Married,2909,No,5,4,3,2,1,2
29,Yes,Travel_Frequently,Sales,13,1487,Female,Sales Executive,2,Single,5765,No,7,1,5,3,0,0
34,Yes,Travel_Rarely,Sales,24,1489,Female,Sales Executive,2,Single,4599,Yes,16,4,15,9,10,10
35,No,Travel_Rarely,Sales,7,1492,Male,Sales Representative,3,Married,2404,No,1,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,1494,Male,Laboratory Technician,1,Single,3172,Yes,4,2,0,0,0,0
24,No,Non-Travel,Sales,13,1495,Female,Sales Representative,2,Married,2033,No,1,3,1,0,0,0
44,No,Travel_Frequently,Research & Development,2,1496,Male,Manufacturing Director,3,Single,10209,Yes,16,2,2,2,2,2
29,No,Travel_Rarely,Sales,19,1497,Male,Sales Executive,3,Divorced,8620,No,10,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,1,1499,Male,Human Resources,3,Divorced,2064,No,6,4,5,3,1,3
55,No,Travel_Rarely,Research & Development,4,1501,Male,Healthcare Representative,3,Married,4035,Yes,4,3,3,2,1,2
33,No,Travel_Rarely,Research & Development,4,1502,Female,Laboratory Technician,2,Married,3838,No,8,3,5,4,0,2
47,No,Travel_Rarely,Sales,14,1503,Female,Sales Executive,3,Married,4591,Yes,11,2,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,2,1504,Male,Laboratory Technician,1,Single,2561,No,8,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,1,1506,Male,Research Scientist,3,Divorced,1563,No,1,1,1,0,0,0
28,No,Travel_Frequently,Sales,7,1507,Male,Sales Executive,1,Single,4898,No,5,3,4,2,1,3
49,No,Travel_Rarely,Research & Development,3,1509,Female,Laboratory Technician,1,Married,4789,No,10,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,2,1513,Female,Laboratory Technician,2,Married,3180,No,4,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,29,1514,Male,Manufacturing Director,2,Married,6549,No,8,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,8,1515,Male,Healthcare Representative,3,Single,6388,Yes,14,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,1516,Male,Manager,4,Single,11244,No,10,4,5,2,0,0
54,No,Travel_Frequently,Research & Development,11,1520,Female,Manager,4,Divorced,16032,No,26,3,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,1,1522,Male,Research Scientist,1,Single,2362,No,11,1,9,7,0,7
44,No,Travel_Rarely,Research & Development,28,1523,Male,Research Director,1,Married,16328,No,24,4,20,6,14,17
39,No,Travel_Rarely,Research & Development,6,1525,Female,Manufacturing Director,2,Single,8376,No,9,3,2,0,2,2
46,No,Travel_Rarely,Sales,3,1527,Female,Manager,2,Married,16606,No,23,4,13,12,5,1
35,No,Travel_Rarely,Research & Development,16,1529,Female,Healthcare Representative,2,Single,8606,No,11,1,11,8,3,3
23,No,Travel_Rarely,Research & Development,20,1533,Male,Laboratory Technician,3,Single,2272,No,5,3,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,9,1534,Male,Laboratory Technician,1,Single,2018,No,15,1,5,4,1,0
34,No,Travel_Rarely,Sales,1,1535,Male,Sales Executive,3,Married,7083,Yes,10,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,3,1537,Female,Research Scientist,3,Single,4084,No,7,1,7,2,7,7
50,No,Travel_Frequently,Research & Development,22,1539,Male,Research Director,4,Single,14411,Yes,32,3,32,6,13,9
34,No,Travel_Rarely,Sales,7,1541,Male,Sales Representative,3,Married,2308,Yes,12,3,11,10,5,7
42,No,Travel_Rarely,Research & Development,2,1542,Male,Laboratory Technician,2,Married,4841,No,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,13,1543,Male,Research Scientist,4,Married,4285,No,10,3,10,8,3,7
29,No,Travel_Rarely,Research & Development,8,1544,Female,Healthcare Representative,1,Married,9715,No,9,3,7,7,0,7
33,No,Travel_Rarely,Research & Development,25,1545,Male,Manufacturing Director,2,Single,4320,No,5,3,5,3,0,2
45,No,Travel_Rarely,Research & Development,28,1546,Male,Research Scientist,4,Married,2132,No,8,3,5,4,0,3
42,No,Travel_Frequently,Research & Development,2,1547,Male,Healthcare Representative,4,Married,10124,Yes,24,1,20,8,13,9
40,No,Travel_Rarely,Sales,9,1548,Male,Sales Executive,1,Married,5473,No,9,4,8,4,7,1
33,No,Travel_Rarely,Research & Development,28,1549,Male,Laboratory Technician,3,Married,5207,Yes,15,3,15,14,5,7
40,No,Travel_Rarely,Human Resources,6,1550,Male,Manager,4,Single,16437,Yes,21,3,21,7,7,7
24,No,Travel_Rarely,Research & Development,21,1551,Male,Laboratory Technician,1,Divorced,2296,No,2,3,1,1,0,0
40,No,Non-Travel,Research & Development,8,1552,Male,Healthcare Representative,4,Divorced,4069,Yes,8,3,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,1553,Male,Healthcare Representative,2,Divorced,7441,No,10,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,1554,Female,Sales Representative,3,Married,2430,No,6,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,1555,Female,Research Scientist,2,Married,5878,No,12,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,1556,Male,Sales Representative,4,Single,2644,Yes,7,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,1557,Female,Sales Executive,3,Divorced,6439,No,18,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,1558,Male,Research Scientist,3,Married,2451,No,5,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,1560,Male,Sales Executive,1,Married,6392,No,8,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,1562,Male,Sales Executive,1,Married,9714,No,10,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,1563,Male,Human Resources,3,Married,6077,No,10,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,1564,Male,Laboratory Technician,1,Single,2450,No,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,1568,Male,Sales Executive,2,Married,9250,No,9,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,1569,Female,Laboratory Technician,1,Divorced,2074,Yes,1,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,1572,Female,Manufacturing Director,4,Married,10169,No,34,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,1573,Male,Manufacturing Director,2,Married,4855,No,7,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,1574,Male,Research Scientist,1,Married,4087,No,9,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,1576,Female,Research Scientist,1,Married,2367,No,10,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,1577,Male,Research Scientist,4,Single,2972,No,1,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,1578,Male,Manager,4,Married,19586,No,36,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,1580,Male,Research Scientist,4,Married,5484,No,9,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,1581,Female,Research Scientist,4,Married,2061,No,1,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,1582,Male,Sales Executive,2,Married,9924,No,10,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,1583,Female,Sales Executive,2,Single,4198,No,8,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,1585,Female,Sales Executive,3,Single,6815,No,15,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,1586,Male,Laboratory Technician,1,Single,4723,Yes,10,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,1587,Female,Healthcare Representative,3,Single,6142,Yes,10,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,1588,Male,Sales Executive,3,Married,8237,No,11,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1590,Male,Healthcare Representative,4,Divorced,8853,No,6,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,1591,Male,Manager,3,Married,19331,Yes,27,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,1592,Male,Research Scientist,3,Married,2073,No,4,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,1594,Male,Laboratory Technician,1,Married,5562,Yes,9,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,1595,Male,Manager,4,Single,19613,No,24,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,1596,Male,Laboratory Technician,3,Married,3407,No,10,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,1597,Male,Healthcare Representative,3,Married,5063,No,8,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,1598,Female,Sales Executive,1,Married,4639,No,5,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,1599,Male,Laboratory Technician,2,Divorced,4876,No,8,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,1601,Male,Laboratory Technician,4,Married,2690,No,1,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,1602,Male,Manager,1,Single,17567,No,27,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,1604,Male,Laboratory Technician,2,Married,2408,Yes,1,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,1605,Female,Research Scientist,3,Married,2814,Yes,4,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,1606,Male,Healthcare Representative,3,Married,11245,Yes,32,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,1607,Female,Research Scientist,4,Married,3312,No,6,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,1608,Female,Research Director,4,Divorced,19049,Yes,23,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,1609,Male,Research Scientist,2,Married,2141,No,6,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,1611,Female,Laboratory Technician,1,Single,5769,Yes,10,3,10,7,1,4
45,No,Non-Travel,Sales,26,1612,Male,Sales Executive,1,Married,4385,No,10,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,1613,Male,Sales Executive,1,Single,5332,No,10,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,1614,Female,Manufacturing Director,3,Married,4663,Yes,7,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,1615,Male,Manufacturing Director,4,Divorced,4724,No,9,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,1617,Female,Laboratory Technician,1,Married,3211,No,10,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,1618,Male,Manufacturing Director,1,Married,5377,No,10,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,1619,Male,Laboratory Technician,1,Divorced,4066,No,7,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,1621,Male,Research Scientist,1,Married,5208,No,16,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,1622,Female,Manufacturing Director,1,Divorced,4877,No,6,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1623,Male,Research Scientist,4,Single,3117,No,3,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,1624,Female,Sales Representative,4,Single,1569,Yes,0,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,1625,Female,Manager,3,Married,19658,No,27,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,1627,Male,Laboratory Technician,3,Divorced,3069,No,11,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,1628,Female,Manufacturing Director,3,Married,10435,No,18,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,1630,Female,Healthcare Representative,3,Married,4148,No,15,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,1631,Male,Manufacturing Director,3,Married,5768,No,9,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,1633,Female,Manufacturing Director,3,Single,5042,No,10,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,1635,Female,Manufacturing Director,4,Divorced,5770,No,10,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,1638,Female,Manufacturing Director,3,Married,7756,Yes,10,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,1639,Male,Sales Executive,1,Married,10306,No,15,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,1640,Female,Research Scientist,2,Married,3936,No,8,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,1641,Female,Manufacturing Director,4,Single,7945,Yes,18,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,1642,Male,Human Resources,4,Married,5743,Yes,14,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,1644,Male,Manager,4,Married,15202,No,23,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,1645,Male,Sales Executive,4,Divorced,5440,Yes,7,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1646,Female,Research Scientist,4,Single,3760,Yes,6,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,1647,Female,Research Scientist,3,Married,3517,No,5,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,1648,Male,Research Scientist,4,Single,2580,No,6,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,1649,Male,Laboratory Technician,1,Single,2166,Yes,10,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,1650,Male,Sales Executive,3,Single,5869,No,8,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,1651,Female,Healthcare Representative,1,Married,8008,No,9,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1653,Male,Manufacturing Director,3,Divorced,5206,No,7,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,1654,Male,Manufacturing Director,2,Married,5295,No,7,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,1655,Female,Research Director,2,Married,16413,No,27,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,1656,Female,Research Director,1,Divorced,13269,No,19,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,1657,Female,Sales Representative,3,Single,2783,No,2,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,1658,Female,Research Scientist,2,Divorced,5433,No,11,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,1659,Male,Laboratory Technician,2,Single,2013,No,15,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1661,Female,Healthcare Representative,3,Married,13966,Yes,30,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,1662,Female,Manufacturing Director,3,Married,4374,No,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,1664,Male,Healthcare Representative,1,Divorced,6842,No,13,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,1665,Female,Manager,3,Married,17426,No,36,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,1666,Male,Research Director,3,Married,17603,No,14,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,1667,Male,Sales Executive,4,Single,4581,Yes,13,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,1668,Male,Research Scientist,4,Married,4735,No,19,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,1669,Male,Sales Executive,2,Divorced,4187,Yes,10,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,1670,Male,Sales Executive,4,Divorced,5505,No,6,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,1671,Male,Research Scientist,2,Divorced,5470,No,10,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,1673,Female,Sales Executive,4,Married,5476,No,10,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,1674,Female,Laboratory Technician,1,Divorced,2587,Yes,17,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,1675,Female,Laboratory Technician,2,Single,2440,No,4,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,1676,Female,Manager,2,Divorced,15972,No,29,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,1677,Male,Manager,3,Single,15379,No,23,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,1678,Male,Sales Executive,3,Single,7082,Yes,21,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,1680,Male,Sales Representative,1,Single,2728,No,2,3,2,2,0,2
33,No,Non-Travel,Sales,16,1681,Female,Sales Executive,4,Divorced,5368,Yes,7,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,1682,Male,Healthcare Representative,3,Married,5347,No,10,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,1683,Female,Human Resources,4,Divorced,3195,Yes,8,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1684,Male,Laboratory Technician,3,Single,3989,Yes,5,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,1687,Female,Laboratory Technician,3,Married,3306,No,7,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,1689,Male,Healthcare Representative,4,Married,7005,No,11,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,1691,Female,Sales Representative,3,Married,2655,Yes,19,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,1692,Male,Laboratory Technician,2,Single,1393,No,1,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,1693,Male,Laboratory Technician,4,Single,2570,No,7,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,1694,Male,Research Scientist,2,Divorced,3537,No,8,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,1696,Male,Laboratory Technician,4,Married,3986,No,15,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,1697,Male,Healthcare Representative,4,Divorced,10883,No,19,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,1698,Male,Laboratory Technician,2,Married,2028,No,14,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,1700,Male,Sales Executive,4,Divorced,9525,No,6,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,1701,Female,Research Scientist,4,Married,2929,No,10,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,1702,Male,Sales Representative,4,Divorced,2275,Yes,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,1703,Female,Healthcare Representative,4,Married,7879,Yes,9,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,1704,Male,Research Scientist,4,Single,4930,Yes,6,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,1706,Male,Sales Executive,4,Married,7847,Yes,10,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,1707,Male,Research Scientist,3,Married,4401,No,5,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,1708,Male,Sales Executive,3,Single,9241,No,10,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,1709,Female,Laboratory Technician,3,Married,2974,No,9,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,1710,Female,Sales Representative,4,Single,4502,No,17,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1712,Male,Healthcare Representative,3,Married,10748,No,25,2,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1714,Male,Human Resources,3,Married,1555,No,1,3,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,1716,Male,Sales Executive,3,Married,12936,No,25,1,23,5,14,10
